"title","desciption","tags"
"آموزشگاه نقاشی مداد رنگی (آموزش غیر حضوری)","<h4 style=""text-align: center;"">نقاشی</h4>
<p>مداد رنگی طراحی چهره و طبیعت</p>
<p>&nbsp;</p>
<p>آدرس ندادند: دانلود&nbsp; ویدئو و خرید dvd</p>","نقاشی-کلاس نقاشی-دوره نقاشی-آموزشگاه نقاشی-کلاس نقاشی مشهد-دوره نقاشی مشهد-هنر-هنری-بوم-قلم نقاشی-آموزش نقاشی-نقاشی روی پارچه-نقاشی رنگ روغن-نقاشی آبرنگ-سیاه قلم-طراحی-چهره پردازی-"
"آموزشگاه زبان راشد(عبادی)","<h4 style=""text-align: center;"">( شعبه عبادی )</h4>
<p>شعبه میدان 15 خرداد همانند شعبه مرکزی (عبادی) در زمینه برگزاری دوره های زبان فعالیت دارد. این شعبه با توجه به نزدیکی به حرم مطهر رضوی تمرکز بیشتری در برگزاری دورهای زبان انگلیسی و عربی دارد.&nbsp;</p>
<p><strong>دوره های آموزشی:</strong> تمام دوره های زبان (انگلیسی، فرانسه، آلمانی، روسی، اسپانیایی،عربی، ترکی) به صورت تخصصی و به صورت ترمیک، فشرده و خصوصی</p>","کلاس زبان-زبان خارجه-زبان انگلیسی-دوره زبان-آموزش زبان-آموزش زبان-کلاس زبان -زبان-زبان انگلیسی-زبان فرانسوی- فرانسه-آلمانی"
"آموزشگاه فنی و حرفه ای ابتکارسازان صنعت","<p>آموزشگاه ابتکارسازان صنعت دارای پروانه تاسیس از سوی سازمان فنی و حرفه ای کشور از سال 1389 می باشد. کارگاه های عملی، امکانات به روز از ویژگی های آموزشی این مرکز میباشد. همچنین استفاده از اساتید باتجربه که علاوه بر تحصیلات آکادمیک مرتبط دارای رزومه کار عملی نیز هستند از دیگر ویژگیهای آموزشگاه ابتکارسازان صنعت می باشد. آموزشگاه ابتکارسازان صنعت برای نخستین بار طرح کارآموزی را برای رشته های آموزشی خود نظیر سیستم های حفاظتی، درب اتومات،شبکه، سرویس و نگهداری آسانسور و پله برقی و تعمیرات تلفن همراه از سال 1391 شروع کرده که با استقبال هنرجویان روبه رو شده است. از مهرماه 1394 و جهت توسعه ارتباط بیشتر با هنرجویان قدیم برگزاری کلاس های مجازی جهت آموزش مطالب به روز در دستور کار واحد آموزش مجموعه با عنوان وبینار قرار گرفت. امید است تا با طرح های جدید و به روز همواره بتوانیم رضایت هنرجویان عزیز را کسب نماییم.</p>",NULL
"آموزشگاه کامپیوتر ابن سینا","<p>آموزشگاه فنی و حرفه ای</p>","فنی و حرفه ای-آموزشگاه کامپیوتر-IT-آموزش نرم افزار-آموزش کامپیوتر-نرم افزار ICDL-Office-آفیس-Ecxel-اکسل-شبکه-سخت افزار-های وب-برنامه نویسی-امنیت-مجازی سازی-زبانهای برنامه نویسی موبایل- Network+- شبکه مایکروسافت(MCSA PACK 2016)-برنامه نویسی Java SE8 + Pack Android"
"آموزشگاه کامپیوتر ابن هیثم","<p dir=""RTL"">مجتمع فنی و حرفه ای ابن هیثم در تاریخ &nbsp;۸۶/۹/۲۹ با هدف کمک به نظام آموزشی و پرورشی کشور جهت تقویت و ایجاد مهارتهای مورد نیاز برای پیاده سازی مفاهیم و علوم دانشگاهی در حوزه کسب و کار تاسیس گردید. &nbsp;به همین منظور مجوز خود را از سازمان فنی و حرفه ای بعنوان اولین آموزشگاه در زمینه مهارت مهندسی صنایع و سیستم در کشور، دریافت و فعالیت خود را در استان خراسان رضوی، شهر مشهد آغاز نموده است.</p>
<p dir=""RTL"">مشتریان این آموزشگاه تمامی افراد علاقه مند به کسب علم و دانش همراه با مهارت، اعم از شاغلین، دانشجویان، فارغ التحصیلان، دانش آموزان و افراد جویای کار می باشند.</p>
<p dir=""RTL"">آموزشگاه کامپیوتر ابن هیثم بر این باور است که شناخت فرد از توانایی ها و استعدادهای ذاتی و پرورش قابلیتها همراه با آرمان های فردی پیش نیاز موفقیت است و توسعه بر محور دانایی شکل می گیرد . ارزشهای بنیادین مجموعه بعنوان راهنمای انتخاب و نحوه اجرای کلیه فعالیتهای خود قرار گرفته است. این ارزش ها عبارتند از:</p>
<p dir=""RTL"">۱- &nbsp; &nbsp;حرکت در چارچوب قوانین و ضوابط سازمان های بالادست.</p>
<p dir=""RTL"">۲- &nbsp; &nbsp;حرکت در مسیر توسعه فردی و کارراهه ی شغلی کارمندان و مشتریان</p>
<p dir=""RTL"">۳- &nbsp; &nbsp;حرکت در مسیر سودآوری و بهره وری مجتمع و مشتریان</p>","فنی و حرفه ای-آموزشگاه کامپیوتر-IT-آموزش نرم افزار-آموزش کامپیوتر-نرم افزار ICDL-Office-آفیس-Ecxel-اکسل"
"آموزشگاه کامپیوتر توس","<p>آموزشگاه کامپیوتر توس در محدوده بلوار وکیل آباد مشهد واقع شده است. این آموزشگاه از لحاظ جغرافیایی در نزدیکی مرکز خرید آرمیتاژ و بیمارستان فوق تخصصی قلب جوادالائمه قرار گرفته است.</p>
<p>این آموزشگاه با در فراهم کردن امکانات و تجهیزات بروز اقدام به برگزاری کلاس های ICDL، ارزهای دیجیتال، بورس، برنامه نویسی، تعمیرات سخت افزار مقدماتی، تجارت الکترونیک، بازی سازی، طراحی دکوراسیون، شبکه، حسابداری، فتوشاپ، ایلاستریتور، انیمیشن، 3D MAX و چاپ و صفحه آرایی نموده است.</p>","فنی و حرفه ای-آموزشگاه کامپیوتر-IT-آموزش نرم افزار-آموزش کامپیوتر-نرم افزار ICDL-Office-آفیس-Ecxel-اکسل-سخت افزار-های وب-برنامه نویسی-زبانهای برنامه نویسی موبایل- برنامه نویسی"
"آموزشگاه کامپیوتر اساطیر","<p>گروه آموزشگاه های اساطیر دارای پروانه تاسیس از سازمان آموزش فنی و حرفه ای کشور همواره تلاش کرده است تا با ارایه آخرین روش های آموزشی و با استفاده از اساتید و پرسنل مجرب نیاز های موجود در جامعه را شناسایی کرده و همگام با آخرین استانداردهای مهارتی آن را به متقاضیان آموزش دهد. دپارتمان های آموزشی این مجموعه هر یک با بهره مندی از تیم علمی مجرب و با استفاده از به روزترین تجهیزات کمک آموزشی در رشته های مختلف مشغول به خدمات آموزشی می باشند.</p>
<p><strong>برگزاری دوره های:</strong><br />دوره جامع سخنرانی حرفه ای و فن بیان<br />مهارت های دیپلم امور اداری<br />مهارت های هفتگانه ICDL<br />حسابداری مالی با رایانه<br />طراحی نما و دکوراسیون داخلی<br />طراحی گرافیک با فتوشاپ<br />نرم افزار Revit<br />آموزش تخصصی کورل دراو<br />مدیر آموزشگاه فنی و حرفه ای (بخش خصوصی)<br /><br /></p>","فنی و حرفه ای-آموزشگاه کامپیوتر-IT-آموزش نرم افزار-آموزش کامپیوتر-نرم افزار ICDL-Office-آفیس-Ecxel-اکسل-شبکه-سخت افزار-های وب-برنامه نویسی-امنیت-مجازی سازی-زبانهای برنامه نویسی موبایل-"
"آموزشگاه کامپیوتر اساطیر نوین","آموزشگاه کامپیوتر اساطیر نوین واقع در شهر مشهد و در محله امامت میباشد. دوره‌های ICDL شامل هفت مهارت هستند که می‌توان گفت یادگیری آن‌ها از الزامات زندگی امروزی است. این هفت مهارت عبارتند از:&#10;- مبانی کامپیوتر: در این دوره با مفاهیمی مثل اینکه سخت افزار چیست، نرم افزار چیست، انواع آن‌ها، اجزای هر یک و خلاصه مفاهیم کلی کامپیوتر آشنا خواهید شد.&#10;- Windows: در این دوره کار با سیستم عامل ویندوز را فراخواهید گرفت.&#10;- Internet: در این دوره یاد خواهید گرفت که چطور در اینترنت بگردید، ایمیل بسازید، وبلاگ بسازید و مباحث مرتبط با اینترنت...&#10;این سه مهارت، ICDL2 را تشکیل می‌دهند. که ممکن است شما با توجه به اینکه آن‌ها را به صورت تجربی یاد گرفته‌اید، نیازی به گذراندن این دوره‌ها نداشته باشید.&#10;البته فراموش نکنید که مدرکی که در انتهای این دوره‌ها داده می‌شود، در خیلی از مراکز لازم بوده و باعث افزایش مزایای شما خواهد شد. مثلاً اگر در یک شرکت صنعتی مشغول به کار شوید، ارائه این مدارک ممکن است باعث افزایش جایگاه و حقوق شما شود.&#10;چهار دوره بعدی را در اصطلاح ICDL1 می‌نامند:&#10;- Word: در این دوره با نرم افزار طراحی اسنادی مثل پایان‌نامه‌ها، تحقیق‌ها، کتب و ... آشنا می‌شوید. مثلاً این کتاب آموزشی توسط نرم افزار وُرد ایجاد شده است: http://aftab.cc/tutorial/401&#10;- Excel: در این دوره با نرم افزار اِکسِل آشنا می‌شوید و خواهید توانست امور حسابداری در حد مراکز کوچک، گزارش و آمارگیری، رسم نمودار و ... را انجام دهید. مثلاً این فایل حسابداری توسط اکسل ایجاد شده است: http://aftab.cc/article/968&#10;- PowerPoint: در این دوره با پاورپوینت یعنی نرم افزار تهیه اسلایدهای ویژه سمینارها و کلاس‌ها آشنا خواهید شد. ممکن است بخواهید از دانسته‌های خود برای تولید برنامه‌های آموزشی نیز استفاده کنید. به طور مثال این اسلایدها توسط  پاورپوینت ایجاد شده است:&#10;https://docs.google.com/present/view?id=dhc4qtwc_134gnj3ktm3&#10;- Access: اَکسِس نرم افزاری نسبتاً پیشرفته جهت تولید برنامه‌های کاربردی در حد کوچک است. مثلاً می‌توانید یک نرم افزار مدیریت کتابخانه تولید کنید. مثلاً این نرم افزار مدیریت کتابخانه توسط اکسس ایجاد شده است: http://library.aftab.cc","کلاس کامپیوتر-کلاس ای سیدی ال-کلاس ICDL - آموزش نصب ویندوز-آموزش کامپیوتر"
"آموزشگاه فنی و حرفه ای اسرار سنجش","<p>آمورشگاه فنی و حرفه ای اسرار سنجش در بلوار امامیه مشهد واقع شده و برگزار کننده انواع دوره&zwnj;های آموزشی، از کامپیوتر تا هتلداری می&zwnj;باشد. آموزشگاه اسرار سنجش دارای مجوز رسمی از سازمان فنی و حرفه ای بوده و برگزارکننده دوره های مختلف به صورت کاملا کاربردی و ویژه بازار کار می&zwnj;باشد. در پایان دوره به متقاضیان مدرک معتبر فنی و حرفه ای اعطا می&zwnj;شود که قابل ترجمه بوده و برای عزیزانی که قصد مهاجرت دارند، قابل استفاده است. این آموزشگاه همچنین ارائه دهنده مدرک دیپلم به متقاضیانی است که به هر دلیل از دریافت مدرک دیپلم جا مانده اند. آموزشگاه فنی و حرفه ای اسرار سنجش با بیش از 20 سال سابقه فعالیت، برگزارکننده دوره های زیر به صورت کاملا تخصصی و کاربردی می&zwnj;باشد:</p>
<ul>
<li>رباتیک</li>
<li>دوره های آموزشی IT</li>
<li>برق و الکترونیک</li>
<li>تعمیرات موبایل</li>
<li>حسابداری</li>
<li>مدیریت</li>
<li>گردشگری</li>
<li>هتلداری</li>
<li>معماری</li>
<li>عمران<br /><br /></li>
</ul>",NULL
"آموزشگاه کامپیوتر اشتیاق","آموزشگاه کامپیوتر اشتیاق واقع در شهر مشهد و در محله قاسم آباد (شهرک غرب) میباشد. دوره‌های ICDL شامل هفت مهارت هستند که می‌توان گفت یادگیری آن‌ها از الزامات زندگی امروزی است. این هفت مهارت عبارتند از:&#10;- مبانی کامپیوتر: در این دوره با مفاهیمی مثل اینکه سخت افزار چیست، نرم افزار چیست، انواع آن‌ها، اجزای هر یک و خلاصه مفاهیم کلی کامپیوتر آشنا خواهید شد.&#10;- Windows: در این دوره کار با سیستم عامل ویندوز را فراخواهید گرفت.&#10;- Internet: در این دوره یاد خواهید گرفت که چطور در اینترنت بگردید، ایمیل بسازید، وبلاگ بسازید و مباحث مرتبط با اینترنت...&#10;این سه مهارت، ICDL2 را تشکیل می‌دهند. که ممکن است شما با توجه به اینکه آن‌ها را به صورت تجربی یاد گرفته‌اید، نیازی به گذراندن این دوره‌ها نداشته باشید.&#10;البته فراموش نکنید که مدرکی که در انتهای این دوره‌ها داده می‌شود، در خیلی از مراکز لازم بوده و باعث افزایش مزایای شما خواهد شد. مثلاً اگر در یک شرکت صنعتی مشغول به کار شوید، ارائه این مدارک ممکن است باعث افزایش جایگاه و حقوق شما شود.&#10;چهار دوره بعدی را در اصطلاح ICDL1 می‌نامند:&#10;- Word: در این دوره با نرم افزار طراحی اسنادی مثل پایان‌نامه‌ها، تحقیق‌ها، کتب و ... آشنا می‌شوید. مثلاً این کتاب آموزشی توسط نرم افزار وُرد ایجاد شده است: http://aftab.cc/tutorial/401&#10;- Excel: در این دوره با نرم افزار اِکسِل آشنا می‌شوید و خواهید توانست امور حسابداری در حد مراکز کوچک، گزارش و آمارگیری، رسم نمودار و ... را انجام دهید. مثلاً این فایل حسابداری توسط اکسل ایجاد شده است: http://aftab.cc/article/968&#10;- PowerPoint: در این دوره با پاورپوینت یعنی نرم افزار تهیه اسلایدهای ویژه سمینارها و کلاس‌ها آشنا خواهید شد. ممکن است بخواهید از دانسته‌های خود برای تولید برنامه‌های آموزشی نیز استفاده کنید. به طور مثال این اسلایدها توسط  پاورپوینت ایجاد شده است:&#10;https://docs.google.com/present/view?id=dhc4qtwc_134gnj3ktm3&#10;- Access: اَکسِس نرم افزاری نسبتاً پیشرفته جهت تولید برنامه‌های کاربردی در حد کوچک است. مثلاً می‌توانید یک نرم افزار مدیریت کتابخانه تولید کنید. مثلاً این نرم افزار مدیریت کتابخانه توسط اکسس ایجاد شده است: http://library.aftab.cc","کلاس کامپیوتر-کلاس ای سیدی ال-کلاس ICDL - آموزش نصب ویندوز-آموزش کامپیوتر"
"آموزشگاه کامپیوتر اطمینان خراسان","<p>آموزشگاه کامپیوتر اطمینان خراسان فعالیت خود را در سال 1384 در محدوده بلوار معلم شهر مشهد آغاز کرد. مدیریت این آموزشگاه بر عهده آقای اثباتی میباشد.<br />این آموزشگاه با فراهم سازی تجهیزات پیشرفته و دارا بودن اساتید برجسته اقدام به برگزاری کلاس های ICDL، برنامه نویسی، حسابداری و ... نموده است.</p>","کلاس کامپیوتر-کلاس ای سیدی ال-کلاس ICDL - آموزش نصب ویندوز-آموزش کامپیوتر"
"افلاطون","<p>آموزشگاه فنی و حرفه ای</p>","فنی و حرفه ای-آموزشگاه-افلاطون-ساختمان-عمران-حسابداری-اتوکد"
"آموزشگاه کامپیوتر الگوریتم آوید","<p>آموزشگاه الگوریتم آوید دارای مجوز رسمی از سازمان فنی و حرفه ای کشور - وزارت کار ، تعاون و رفاه اجتماعی است . و از سال 1386 به صورت یک مرکز تخصصی شروع به فعالیت نموده که در این راستا با ارائه مشاوره رایگان ، کار آموزان در هر سطح از نیاز خود می توانند در کلاسها و دوره ها شرکت نموده ودر پایان با گذراندن آزمون مدرک معتبر بین المللی از سازمان آموزش فنی و حرفه ای کشور در یافت نمایند.&nbsp;<br />این آموزشگاه مجهز به شبکه NETSUPPORT بوده و اینترنت پر سرعت رایگان نیز در اختیار کار آموزان قرار دارد . کار آموزان در تمام مراحل مورد پشتیبانی قرار میگیرند و نرم افزار و نمونه سوالات آزمونی رایگان و منابع الکترونیکی موجود در اختیارشان قرار دارد . و جلسات رفع اشکال آزمون نیزبصورت رایگان علاوه بر دوره برگزار می گردد.<br />کادر اموزشگاه از افراد دانشگاهی است که تجربه کاری را با دانش خود همراه نموده اند .<br />دوره های متفاوت در سطوح متفاوت برای افراد جویای کار , دانشجویان , شاغلین خواهان ارتقاء شغلی و متقاضیان دوره های بین المللی تخصصی برگزار می گردد</p>","فنی و حرفه ای-آموزشگاه کامپیوتر-IT-آموزش نرم افزار-آموزش کامپیوتر-نرم افزار ICDL-Office-آفیس-Ecxel-اکسل-برنامه نویسی-زبانهای برنامه نویسی موبایل"
"آموزشگاه کامپیوتر امیر کبیر-عدم پاسخگویی و وجود اطلاعات","<p>آموزشگاه فنی و حرفه ای</p>","فنی و حرفه ای-آموزشگاه کامپیوتر-IT-آموزش نرم افزار-آموزش کامپیوتر-نرم افزار ICDL-Office-آفیس-Ecxel-اکسل-شبکه-سخت افزار-های وب-برنامه نویسی-امنیت-مجازی سازی-زبانهای برنامه نویسی موبایل- Network+- شبکه مایکروسافت(MCSA PACK 2016)-برنامه نویسی Java SE8 + Pack Android"
"آموزشگاه کامپیوتر انفورماتیک بیان","<p>آموزشگاه فنی و حرفه ای انفورماتیک بیان در حوالی راهنمایی مشهد واقع شده و در زمینه علوم کامپیوتری و IT به علاقه مندان مشهدی آموزش میدهد.</p>","فنی و حرفه ای-آموزشگاه کامپیوتر-IT-آموزش نرم افزار-آموزش کامپیوتر-نرم افزار ICDL-Office-آفیس-Ecxel-اکسل-شبکه-سخت افزار-های وب-برنامه نویسی-امنیت-مجازی سازی-زبانهای برنامه نویسی موبایل- Network+- شبکه مایکروسافت(MCSA PACK 2016)-برنامه نویسی Java SE8 + Pack Android"
"آموزشگاه کامپیوتر انیشتین (تکرار اسرارسنجش 187)","<p>مجتمع آموزشی اسرار سنجش با نیم دهه سابقه موفق و فعال در برگزاری کلاسهای فنی و حرفه ای ، کلاسهای تیزهوشان ، کلاس های کنکور ، تدوین و چاپ جزوات و کتب تحصیلی ، ارائه سی دی و منابع مولتی مدیا توانسته رضایت نسبی کارآموزان را جلب نماید . &nbsp;</p>
<p>از جمله این موفقیتها و رزومه های موفق می توان به موارد زیر اشاره کرد.<br />- دارای&nbsp;سالن همایش&nbsp;ویژه و مختص برگزاری همایشها و سمینارهای آموزشی و علمی با بهره گیری از امکانات پیشرفته .<br />- مجتمع آموزشی اسرار در جهت ثبات مکانی و لحاظ کردن امکانات آموزشی پیشرفته و تامین رضایت کارآموزان و موارد دیگر اقدام به خریداری ملک آموزشگاه نموده که با ایجاد تغییراتی در آن تا چندی دیگر شاهد بزرگترین ، به روزترین و&nbsp;مجهزترین مجتمع آموزشی استان خراسان&nbsp;می باشیم.<br />-&nbsp;اولین&nbsp;آموزشگاه دارای صلاحیت برگزاری دوره های تکمیلی و تخصصی ویژه تعمیرکاران موبایل در سطح خراسان تحت نظارت&nbsp;اتحادیه تعمیرات موبایل&nbsp;و سازمان فنی و حرفه ای که موفق به برگزاری دوره تخصصی موبایل شده و اولین خروجی های این دوره را در جهت بهبود و ساماندهی وضعیت تعمیرکاران موبایل مشهد به اتحادیه موبایل جهت صدور جواز کسب معرفی کرده است.<br />- برگزاری اولین دوره تخصصی و کاربردی رباتیک ( بصورت کاملاً عملی و با شیوه ای نوین ) جهت سازمانها و ارگانهای مشهد مقدس و اقشار عام ، از جمله سازمانهایی که با مجتمع آموزشی تفاهم نامه آموزشی دارند&nbsp;</p>
<p>&nbsp;تشکیل کلاسها در سطوح مختلف : 1- دانشجویان و فارغ التحصیلان 2- دیپلم و زیر دیپلم 3- صنعتگران 4- مدیران<br />- برگزاری چندین دوره کلاسهای PLC I , II ، AVR ، ARM ، EPLAN و چندین دوره آموزشی پیشرفته دیگر جهت دانشجویان و فارغ التحصیلان رشته های : برق ، الکترونیک ، کنترل ابزار دقیق ، شبکه ، مخابرات ، کامپیوتر از دانشگاههایی نظیر : دانشگاه فردسی ، دانشگاه آزاد مشهد و موسسات آموزشی عالی و غیر انتفاعی و علمی - کاربردی نظیر: خیام ، سجاد ، بهار ، عطار ، اقبال ، خاوران ، خراسان ، خانه کارگر و ...&nbsp;</p>
<p>رشته های دایر در مجتمع آموزشی انیشتین ( قاسم آباد ) :</p>
<p>برق صنعتی ( برق صنعتی ، PLC II )<br />معماری ( نقشه کشی عمومی ساختمان درجه 2 ، نقشه کشی معاری درجه 1 ، نقشه کشی سازه درجه 1 )<br />عمران ( نقشه کشی عمومی ساختمان درجه 2 ، کمک بنای سفت کار درجه 2 ، کمک بنای سفت کار درجه 1 )<br />نرم افزارهای تخصصی عمران و معماری : 3DMAX , AUTOCAD , SAFE , ARCHICAD , &hellip;<br />کامپیوتر ( کاربر رایانه ، کاربر نرم افزار اداری ، برنامه نویسی ویژوال بیسیک ، برنامه نویسی VB-DELPHI ، بانک اطالاعاتی SQL-ACCESS ، مهارت عمومی برنامه نویسی )<br /><br /></p>","معماری-نقشه کشی-عمران-نرم افزار-3d max-3ds max-3دی مکس-autocad-safe-archicad-کاربر رایانه-visual basic-ویژوال بیسیک- برنامه نویسی vb-delphi-sl-access-برق صنعتی-plc"
"آموزشگاه کامپیوتر ایران صدرا","آموزشگاه کامپیوتر ایران صدرا واقع در شهر مشهد و در محله منطقه 7 (بلوار صبا، سلسله ذهب، فرودگاه ) میباشد. دوره‌های ICDL شامل هفت مهارت هستند که می‌توان گفت یادگیری آن‌ها از الزامات زندگی امروزی است. این هفت مهارت عبارتند از:&#10;- مبانی کامپیوتر: در این دوره با مفاهیمی مثل اینکه سخت افزار چیست، نرم افزار چیست، انواع آن‌ها، اجزای هر یک و خلاصه مفاهیم کلی کامپیوتر آشنا خواهید شد.&#10;- Windows: در این دوره کار با سیستم عامل ویندوز را فراخواهید گرفت.&#10;- Internet: در این دوره یاد خواهید گرفت که چطور در اینترنت بگردید، ایمیل بسازید، وبلاگ بسازید و مباحث مرتبط با اینترنت...&#10;این سه مهارت، ICDL2 را تشکیل می‌دهند. که ممکن است شما با توجه به اینکه آن‌ها را به صورت تجربی یاد گرفته‌اید، نیازی به گذراندن این دوره‌ها نداشته باشید.&#10;البته فراموش نکنید که مدرکی که در انتهای این دوره‌ها داده می‌شود، در خیلی از مراکز لازم بوده و باعث افزایش مزایای شما خواهد شد. مثلاً اگر در یک شرکت صنعتی مشغول به کار شوید، ارائه این مدارک ممکن است باعث افزایش جایگاه و حقوق شما شود.&#10;چهار دوره بعدی را در اصطلاح ICDL1 می‌نامند:&#10;- Word: در این دوره با نرم افزار طراحی اسنادی مثل پایان‌نامه‌ها، تحقیق‌ها، کتب و ... آشنا می‌شوید. مثلاً این کتاب آموزشی توسط نرم افزار وُرد ایجاد شده است: http://aftab.cc/tutorial/401&#10;- Excel: در این دوره با نرم افزار اِکسِل آشنا می‌شوید و خواهید توانست امور حسابداری در حد مراکز کوچک، گزارش و آمارگیری، رسم نمودار و ... را انجام دهید. مثلاً این فایل حسابداری توسط اکسل ایجاد شده است: http://aftab.cc/article/968&#10;- PowerPoint: در این دوره با پاورپوینت یعنی نرم افزار تهیه اسلایدهای ویژه سمینارها و کلاس‌ها آشنا خواهید شد. ممکن است بخواهید از دانسته‌های خود برای تولید برنامه‌های آموزشی نیز استفاده کنید. به طور مثال این اسلایدها توسط  پاورپوینت ایجاد شده است:&#10;https://docs.google.com/present/view?id=dhc4qtwc_134gnj3ktm3&#10;- Access: اَکسِس نرم افزاری نسبتاً پیشرفته جهت تولید برنامه‌های کاربردی در حد کوچک است. مثلاً می‌توانید یک نرم افزار مدیریت کتابخانه تولید کنید. مثلاً این نرم افزار مدیریت کتابخانه توسط اکسس ایجاد شده است: http://library.aftab.cc","کلاس کامپیوتر-کلاس ای سیدی ال-کلاس ICDL - آموزش نصب ویندوز-آموزش کامپیوتر"
"آموزشگاه کامپیوتر آراد","آموزشگاه کامپیوتر آراد واقع در شهر مشهد و در محله احمد آباد میباشد. دوره‌های ICDL شامل هفت مهارت هستند که می‌توان گفت یادگیری آن‌ها از الزامات زندگی امروزی است. این هفت مهارت عبارتند از:&#10;- مبانی کامپیوتر: در این دوره با مفاهیمی مثل اینکه سخت افزار چیست، نرم افزار چیست، انواع آن‌ها، اجزای هر یک و خلاصه مفاهیم کلی کامپیوتر آشنا خواهید شد.&#10;- Windows: در این دوره کار با سیستم عامل ویندوز را فراخواهید گرفت.&#10;- Internet: در این دوره یاد خواهید گرفت که چطور در اینترنت بگردید، ایمیل بسازید، وبلاگ بسازید و مباحث مرتبط با اینترنت...&#10;این سه مهارت، ICDL2 را تشکیل می‌دهند. که ممکن است شما با توجه به اینکه آن‌ها را به صورت تجربی یاد گرفته‌اید، نیازی به گذراندن این دوره‌ها نداشته باشید.&#10;البته فراموش نکنید که مدرکی که در انتهای این دوره‌ها داده می‌شود، در خیلی از مراکز لازم بوده و باعث افزایش مزایای شما خواهد شد. مثلاً اگر در یک شرکت صنعتی مشغول به کار شوید، ارائه این مدارک ممکن است باعث افزایش جایگاه و حقوق شما شود.&#10;چهار دوره بعدی را در اصطلاح ICDL1 می‌نامند:&#10;- Word: در این دوره با نرم افزار طراحی اسنادی مثل پایان‌نامه‌ها، تحقیق‌ها، کتب و ... آشنا می‌شوید. مثلاً این کتاب آموزشی توسط نرم افزار وُرد ایجاد شده است: http://aftab.cc/tutorial/401&#10;- Excel: در این دوره با نرم افزار اِکسِل آشنا می‌شوید و خواهید توانست امور حسابداری در حد مراکز کوچک، گزارش و آمارگیری، رسم نمودار و ... را انجام دهید. مثلاً این فایل حسابداری توسط اکسل ایجاد شده است: http://aftab.cc/article/968&#10;- PowerPoint: در این دوره با پاورپوینت یعنی نرم افزار تهیه اسلایدهای ویژه سمینارها و کلاس‌ها آشنا خواهید شد. ممکن است بخواهید از دانسته‌های خود برای تولید برنامه‌های آموزشی نیز استفاده کنید. به طور مثال این اسلایدها توسط  پاورپوینت ایجاد شده است:&#10;https://docs.google.com/present/view?id=dhc4qtwc_134gnj3ktm3&#10;- Access: اَکسِس نرم افزاری نسبتاً پیشرفته جهت تولید برنامه‌های کاربردی در حد کوچک است. مثلاً می‌توانید یک نرم افزار مدیریت کتابخانه تولید کنید. مثلاً این نرم افزار مدیریت کتابخانه توسط اکسس ایجاد شده است: http://library.aftab.cc","کلاس کامپیوتر-کلاس ای سیدی ال-کلاس ICDL - آموزش نصب ویندوز-آموزش کامپیوتر"
"آموزشگاه کامپیوتر آریا مهر قدس(عدم پاسخگویی)","<p>آموزشگاه فنی و حرفه ای</p>","فنی و حرفه ای-آموزشگاه کامپیوتر-IT-آموزش نرم افزار-آموزش کامپیوتر-نرم افزار ICDL-Office-آفیس-Ecxel-اکسل-شبکه-سخت افزار-های وب-برنامه نویسی-امنیت-مجازی سازی-زبانهای برنامه نویسی موبایل- Network+- شبکه مایکروسافت(MCSA PACK 2016)-برنامه نویسی Java SE8 + Pack Android"
"آموزشگاه فنی و حرفه ای آنیما","<p>آموزشگاه فنی و حرفه ای آنیما&nbsp; در محدوده وکیل آباد مشهد قرار گررفته است و آماده خدمت رسانی بو کودکان، نوجوانان و بزرگسالان است.</p>
<p>اسن آموزشگاه برگزار کننده دوره های:</p>
<p>کامپیوتر، icdl، برنامه نویسی شبکه، فتوشاپ (photoshop)، اتوکد (auto cad)، تری دی اس مکس (3ds max)<br />آشپزی، قنادی و شیرینی پزی، کافی شاپ، باریستا، بارتندری<br />عکاسی، نقاشی و طراحی<br />هتلدداری و گردشگری<br />فنی بیان، فنون مذاکره<br /><br /></p>","فنی و حرفه ای-آموزشگاه کامپیوتر-IT-آموزش نرم افزار-آموزش کامپیوتر-نرم افزار ICDL-Office-آفیس-Ecxel-اکسل-شبکه-برنامه نویسی-زبانهای برنامه نویسی موبایل- برنامه نویسی  Android"
"آموزشگاه کامپیوتر باقرالعلوم(ع)","<p><strong><span style=""color: #e03e2d;"">آموزشگاه غیرفعال میباشد.</span></strong></p>","کلاس کامپیوتر-کلاس ای سیدی ال-کلاس ICDL - آموزش نصب ویندوز-آموزش کامپیوتر"
"آموزشگاه کنکور به پرداز توس(شماره اشتباه است)","<p>مشاوره کنکور</p>","فنی و حرفه ای-آموزشگاه کامپیوتر-IT-آموزش نرم افزار-آموزش کامپیوتر-نرم افزار ICDL-Office-آفیس-Ecxel-اکسل-شبکه-سخت افزار-های وب-برنامه نویسی-امنیت-مجازی سازی-زبانهای برنامه نویسی موبایل- Network+- شبکه مایکروسافت(MCSA PACK 2016)-برنامه نویسی Java SE8 + Pack Android"
